step,loss_V,weight_norm_sq_C,K_est,lr,cond
1460,3.642503499984741,9948749.007834975,36238353.081508614,0.0001264701248971951,seed1
1470,3.519742250442505,9948503.06181906,35016166.55534117,0.00012383377837595712,seed1
1480,3.777587652206421,9948315.711787224,37580634.59309855,0.00012123472985795604,seed1
1490,3.7517127990722656,9948125.890960425,37322511.23189841,0.00011867362061952349,seed1
1500,3.5601444244384766,9947905.069319451,35415978.7673809,0.00011615108257604131,seed1
1510,3.6434459686279297,9947718.627146268,36243975.32912103,0.00011366773812602597,seed1
1520,3.4932775497436523,9947536.27756122,34749505.15366515,0.00011122419999756166,seed1
1530,3.634622812271118,9947366.073108185,36154923.651330784,0.00010882107109711797,seed1
1540,3.6536738872528076,9947157.996451676,36343671.42401344,0.00010645894436079245,seed1
1550,3.4848647117614746,9946952.594905294,34663784.087549694,0.00010413840260801203,seed1
1560,3.502398729324341,9946742.159591567,34837457.10067035,0.00010186001839773099,seed1
1570,3.482377052307129,9946545.620604923,34637622.21892055,9.962435388716117e-05,seed1
1580,3.474194288253784,9946328.262040898,34555476.837079674,9.743196069306763e-05,seed1
1590,3.9226489067077637,9946141.247947995,39015220.092224196,9.528337975566539e-05,seed1
1600,3.5061087608337402,9945960.619517695,34871619.66299836,9.3179141205151e-05,seed1
1610,3.66125226020813,9945790.23100635,36414046.962827936,9.111976423090036e-05,seed1
1620,3.684243679046631,9945645.546543697,36642181.73889189,8.910575695336661e-05,seed1
1630,3.621583938598633,9945494.022036493,36018441.41163608,8.71376162987094e-05,seed1
1640,3.3334274291992188,9945327.745924717,33152028.30064149,8.521582787618525e-05,seed1
1650,3.7662901878356934,9945181.04481458,37456437.78533468,8.334086585833117e-05,seed1
1660,3.5330653190612793,9945044.724982085,35136492.614347525,8.151319286396939e-05,seed1
1670,3.684195041656494,9944876.633012868,36638865.18123154,7.973325984406311e-05,seed1
1680,3.5323305130004883,9944717.032613184,35128027.417455226,7.800150597045145e-05,seed1
1690,3.6122758388519287,9944588.884551313,35922598.15498016,7.631835852748981e-05,seed1
1700,3.727405548095703,9944455.251989359,37067017.67905459,7.468423280662423e-05,seed1
1710,3.580552577972412,9944346.803336821,35606256.58293937,7.30995320039245e-05,seed1
1720,3.2181968688964844,9944245.687399196,32002540.33472546,7.156464712060123e-05,seed1
1730,3.5809080600738525,9944121.561422698,35608985.049652725,7.007995686653245e-05,seed1
1740,3.819758892059326,9943978.252770035,37983599.353462905,6.864582756682242e-05,seed1
1750,3.510714292526245,9943863.37401353,34910063.27007755,6.726261307141649e-05,seed1
1760,3.6677582263946533,9943704.809594793,36471105.11623138,6.593065466779398e-05,seed1
1770,3.39018177986145,9943581.045933498,33710547.28849941,6.465028099676039e-05,seed1
1780,3.302870750427246,9943467.942999776,32841989.426744938,6.342180797136043e-05,seed1
1790,3.3440630435943604,9943364.475568816,33251237.671738695,6.224553869893115e-05,seed1
1800,3.321565866470337,9943267.776676515,33027218.84818311,6.112176340631455e-05,seed1
1810,3.459531784057617,9943150.524248919,34398645.27230829,6.005075936824865e-05,seed1
1820,3.4658119678497314,9943007.650840022,34460594.91270279,5.903279083895412e-05,seed1
1830,3.5630953311920166,9942871.25805724,35427398.15822705,5.8068108986933357e-05,seed1
1840,3.559483051300049,9942753.638454512,35391063.05933073,5.7156951832998514e-05,seed1
1850,3.4533393383026123,9942650.234936245,34335345.18328904,5.629954419154343e-05,seed1
1860,3.3211140632629395,9942547.086212475,33020332.95267421,5.549609761507383e-05,seed1
1870,3.2478322982788086,9942456.063170612,32291429.926183484,5.4746810342010365e-05,seed1
1880,3.39931058883667,9942359.499822991,33797167.92576915,5.4051867247775785e-05,seed1
1890,3.640550136566162,9942243.463184265,36195235.79766951,5.341143979917992e-05,seed1
